date,time,state,county,city,latitude,longitude,type,value,unit,source,description,Station
2/05/2025,0205 PM, NM, San Miguel, I-25 @ Rowe (NMDOT), 35.4932, -105.6725, PKGUST, 46, mph, MESOWEST, Peak Wind Gust,ABQ
2/05/2025,0120 PM, NM, Sandoval, Valles Caldera HQ (DRI), 35.8528, -106.5211, PKGUST, 42, mph, MESOWEST, Peak Wind Gust,ABQ
2/05/2025,0134 PM, NM, Torrance, Clines Corners 1 SSE, 35, -105.67, PKGUST, 41, mph, ASOS, Peak Wind Gust,ABQ
2/05/2025,1155 AM, NM, Union, South Clayton, 36.2425, -103.1882, PKGUST, 47, mph, MESOWEST, Peak Wind Gust,ABQ
2/05/2025,1200 PM, NM, Union, Amistad, 35.8559, -103.2692, PKGUST, 47, mph, MESOWEST, Peak Wind Gust,ABQ
2/05/2025,1050 AM, NM, Union, SW Clayton, 36.2675, -103.3184, PKGUST, 57, mph, MESOWEST, Peak Wind Gust,ABQ
2/05/2025,1025 AM, NM, Union, Clayton LRC, 36.4678, -103.0883, PKGUST, 60, mph, MESOWEST, Peak Wind Gust,ABQ
2/05/2025,1041 AM, NM, Union, Clayton Muni Airpark, 36.45, -103.15, PKGUST, 63, mph, ASOS, Peak Wind Gust,ABQ
2/03/2025,0300 AM, CT, Fairfield, New Fairfield, 41.47073, -73.45899, SNOW, 1.8, Inch, Trained Spotter, Storm total snowfall,OKX
2/03/2025,0633 AM, CT, Fairfield, 3 S New Canaan, 41.0959, -73.4854, SNOW_24, 1.9, Inch, Public, 24 hour snowfall,OKX
2/03/2025,0659 AM, CT, Fairfield, 3 E Greenwich, 41.0858, -73.5966, SNOW_24, 2.0, Inch, Public, 24 hour snowfall,OKX
2/03/2025,0700 AM, CT, Fairfield, Norwalk, 41.1304, -73.4483, SNOW_24, 2, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,0700 AM, CT, Fairfield, Bethel, 41.3703, -73.4014, SNOW_24, 2, Inch, COCORAHS, 24 hour snowfall,OKX
2/02/2025,1030 PM, CT, Fairfield, Weston, 41.22757, -73.37056, SNOW, 2.1, Inch, Trained Spotter, Storm total snowfall,OKX
2/02/2025,1130 PM, CT, Fairfield, 1 E Danbury, 41.402098389195, -73.452210104047, SNOW, 2.2, Inch, Trained Spotter, Storm total snowfall,OKX
2/02/2025,1144 PM, CT, Fairfield, 2 ENE Fairfield, 41.1434, -73.2502, SNOW_24, 2.2, Inch, Public, 24 hour snowfall,OKX
2/02/2025,1130 PM, CT, Fairfield, 3 E Easton, 41.2334, -73.2567, SNOW_24, 2.5, Inch, Public, 24 hour snowfall,OKX
2/03/2025,1244 AM, CT, Fairfield, Bridgeport Airport, 41.16, -73.13, SNOW, 2.5, Inch, Official NWS Obs, Storm total snowfall,OKX
2/02/2025,1130 PM, CT, Fairfield, Shelton, 41.32, -73.1, SNOW_24, 3, Inch, Trained Spotter, 24 hour snowfall,OKX
2/03/2025,1222 AM, CT, Middlesex, Westbrook, 41.2841, -72.4525, SNOW, 2.5, Inch, Trained Spotter, Storm total snowfall,OKX
2/03/2025,0600 AM, CT, Middlesex, Middlefield 1.4 W, 41.5137, -72.7396, SNOW_24, 2.5, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,0535 AM, CT, Middlesex, Higganum, 41.4964, -72.5599, SNOW_24, 2.8, Inch, Public, 24 hour snowfall,OKX
2/03/2025,0700 AM, CT, Middlesex, Durham, 41.4758, -72.7046, SNOW_24, 3, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,0210 AM, CT, Middlesex, Clinton, 41.2795, -72.5289, SNOW_24, 3.1, Inch, Broadcast Media, 24 hour snowfall,OKX
2/02/2025,1154 PM, CT, New Haven, Meriden, 41.5375, -72.8007, SNOW_24, 2, Inch, Storm Chaser, 24 hour snowfall,OKX
2/03/2025,0700 AM, CT, New Haven, 2 ESE Stratford, 41.1924, -73.0989, SNOW_24, 2.5, Inch, Trained Spotter, 24 hour snowfall,OKX
2/03/2025,1257 AM, CT, New Haven, Madison, 41.2795, -72.6013, SNOW_24, 2.7, Inch, Public, 24 hour snowfall,OKX
2/03/2025,0700 AM, CT, New Haven, Naugatuck, 41.511, -73.037, SNOW_24, 2.8, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,0330 AM, CT, New Haven, New Haven, 41.3083, -72.9256, SNOW_24, 2.9, Inch, Broadcast Media, 24 hour snowfall,OKX
2/03/2025,0600 AM, CT, New Haven, Meriden, 41.5258, -72.847, SNOW_24, 3.2, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,1200 AM, CT, New Haven, 1 WNW North Haven, 41.3873, -72.8798, SNOW_24, 3.3, Inch, Trained Spotter, 24 hour snowfall,OKX
2/03/2025,1215 AM, CT, New Haven, 1 ESE North Haven, 41.375361542519, -72.83858578743, SNOW, 3.5, Inch, Trained Spotter, Storm total snowfall,OKX
2/03/2025,0700 AM, CT, New Haven, Guilford, 41.2859, -72.6714, SNOW_24, 3.5, Inch, COOP, 24 hour snowfall,OKX
2/03/2025,1250 AM, CT, New Haven, Hamden, 41.37, -72.9, SNOW, 3.7, Inch, Trained Spotter, Storm total snowfall,OKX
2/03/2025,0700 AM, CT, New London, Mystic, 41.3585, -71.9693, SNOW_24, 0.5, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,0700 AM, CT, New London, Waterford, 41.3085, -72.1462, SNOW_24, 1, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,1250 AM, CT, New London, Groton, 41.3448, -72.078, SNOW_24, 1.8, Inch, Public, 24 hour snowfall,OKX
2/03/2025,0700 AM, CT, New London, New London, 41.343, -72.1031, SNOW_24, 1.9, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,0430 AM, CT, New London, Niantic, 41.3099, -72.2065, SNOW_24, 2, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,0700 AM, CT, New London, 2 NW Lebanon, 41.6413, -72.2768, SNOW_24, 2.5, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,0600 AM, CT, New London, Norwich, 41.5849, -72.0768, SNOW_24, 2.6, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,0700 AM, CT, New London, Mystic, 41.3926, -71.9993, SNOW_24, 2.8, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,0700 AM, CT, New London, Norwich 5.2 SE, 41.4944, -72.0201, SNOW_24, 3, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,0700 AM, CT, New London, Norwich, 41.5269, -72.0642, SNOW_24, 3, Inch, COOP, 24 hour snowfall,OKX
2/03/2025,0700 AM, CT, New London, Uncasville 2.4 NNW, 41.466, -72.1251, SNOW_24, 3.3, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,0600 AM, CT, New London, East Lyme, 41.3487, -72.2376, SNOW_24, 3.4, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,0645 AM, NJ, Bergen, River Edge 0.4 NNE, 40.9321, -74.0354, SNOW_24, 0.5, Inch, COCORAHS, 24 hour snowfall,OKX
2/02/2025,1137 PM, NJ, Bergen, East Rutherford, 40.8175, -74.0844, SNOW, 1, Inch, Trained Spotter, Storm total snowfall,OKX
2/03/2025,0546 AM, NJ, Bergen, Fair Lawn, 40.9217, -74.1044, SNOW_24, 1, Inch, COCORAHS, 24 hour snowfall,OKX
2/02/2025,1045 PM, NJ, Bergen, Franklin Lakes, 41.0069, -74.208, SNOW, 1.2, Inch, Trained Spotter, Storm total snowfall,OKX
2/02/2025,1140 PM, NJ, Bergen, Waldwick, 41.0109, -74.1311, SNOW_24, 1.4, Inch, Public, 24 hour snowfall,OKX
2/02/2025,1145 PM, NJ, Bergen, Westwood, 40.9884, -74.0311, SNOW, 1.6, Inch, Trained Spotter, Storm total snowfall,OKX
2/03/2025,0700 AM, NJ, Hudson, Harrison, 40.748, -74.1518, SNOW_24, 0.5, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,0700 AM, NJ, Passaic, Wayne, 40.9369, -74.2515, SNOW_24, 1, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,0700 AM, NJ, Passaic, West Milford, 41.0739, -74.368, SNOW_24, 1.3, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,1200 AM, NJ, Union, Newark Airport, 40.68, -74.17, SNOW, 0.5, Inch, Official NWS Obs, Storm total snowfall,OKX
2/03/2025,0645 AM, NJ, Union, Westfield, 40.6588, -74.3358, SNOW_24, 0.5, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,0724 AM, NJ, Union, Cranford Twp 0.6 NNW, 40.6643, -74.3101, SNOW_24, 0.5, Inch, COCORAHS, 24 hour snowfall,OKX
2/02/2025,1030 PM, NY, Bronx, 1 ESE Fordham, 40.8638, -73.8777, SNOW_24, 0.6, Inch, Public, 24 hour snowfall,OKX
2/02/2025,1015 PM, NY, Nassau, Plainview, 40.7833, -73.4726, SNOW, 0.5, Inch, Public, Storm total snowfall,OKX
2/03/2025,1200 AM, NY, Nassau, Manhasset Hills, 40.75813, -73.68272, SNOW, 0.8, Inch, Cocorahs, Storm total snowfall,OKX
2/03/2025,0100 AM, NY, Nassau, 1 N Syosset, 40.8312, -73.5025, SNOW_24, 1.1, Inch, Trained Spotter, 24 hour snowfall,OKX
2/03/2025,1200 AM, NY, New York (Manhattan), Central Park, 40.78, -73.97, SNOW_24, 1.0, Inch, Official NWS Obs, 24 hour snowfall,OKX
2/03/2025,0700 AM, NY, Orange, Warwick, 41.2684, -74.416, SNOW_24, 0.9, Inch, COCORAHS, 24 hour snowfall,OKX
2/02/2025,1150 PM, NY, Orange, New Windsor, 41.4701, -74.0272, SNOW, 1.4, Inch, Public, Storm total snowfall,OKX
2/03/2025,0630 AM, NY, Orange, Port Jervis, 41.3599, -74.6409, SNOW_24, 1.4, Inch, COCORAHS, 24 hour snowfall,OKX
2/02/2025,1132 PM, NY, Orange, 1 WSW Chester, 41.3504, -74.2959, SNOW_24, 1.5, Inch, Cocorahs, 24 hour snowfall,OKX
2/03/2025,0700 AM, NY, Putnam, Cold Spring, 41.4807, -73.8911, SNOW_24, 2, Inch, COCORAHS, 24 hour snowfall,OKX
2/02/2025,1144 PM, NY, Queens, NYC/JFK, 40.64, -73.76, SNOW, 0.001, Inch, Official NWS Obs, Storm total snowfall,OKX
2/03/2025,0530 AM, NY, Queens, Little Neck 0.3 SE, 40.7589, -73.7289, SNOW_24, 0.8, Inch, COCORAHS, 24 hour snowfall,OKX
2/02/2025,1150 PM, NY, Queens, NYC/La Guardia, 40.78, -73.88, SNOW, 1.2, Inch, Official NWS Obs, Storm total snowfall,OKX
2/03/2025,0700 AM, NY, Rockland, Stony Point, 41.2349, -74.0079, SNOW_24, 1, Inch, COCORAHS, 24 hour snowfall,OKX
2/02/2025,1140 PM, NY, Suffolk, Islip Airport, 40.79, -73.1, SNOW, 0.001, Inch, Official NWS Obs, Storm total snowfall,OKX
2/02/2025,1159 PM, NY, Suffolk, Ridge, 40.8958, -72.8539, SNOW_24, 0.001, Inch, COCORAHS, 24 hour snowfall,OKX
2/03/2025,1200 AM, NY, Suffolk, Upton (NWS Office), 40.8659, -72.8648, SNOW_24, 0.001, Inch, Official NWS Obs, 24 hour snowfall,OKX
2/02/2025,1137 PM, NY, Suffolk, 3 ENE Orient, 41.1524, -72.2515, SNOW_24, 0.5, Inch, Trained Spotter, 24 hour snowfall,OKX
2/03/2025,0115 AM, NY, Suffolk, Huntington Station, 40.8449, -73.4052, SNOW, 1, Inch, NWS Employee, Storm total snowfall,OKX
2/02/2025,1040 PM, NY, Suffolk, Commack, 40.8449, -73.2836, SNOW, 1.1, Inch, Public, Storm total snowfall,OKX
2/03/2025,0700 AM, NY, Suffolk, Centerport 1.1 SE, 40.889, -73.3595, SNOW_24, 1.3, Inch, COCORAHS, 24 hour snowfall,OKX
2/02/2025,1130 PM, NY, Westchester, Eastchester, 40.9582, -73.8078, SNOW_24, 1.2, Inch, Trained Spotter, 24 hour snowfall,OKX
2/03/2025,0600 AM, NY, Westchester, Shrub Oak, 41.3324, -73.837, SNOW_24, 1.5, Inch, COCORAHS, 24 hour snowfall,OKX
1/30/2025,1255 PM, TX, Anderson, Palestine Municipal Airport, 31.7833, -95.7, RAIN, 0.56, Inch, AWOS, Storm total rainfall,FWD
1/30/2025,1230 PM, TX, Anderson, 5.6 NE Oakwood, 31.6483, -95.7892, RAIN, 1.05, Inch, HADS, Storm total rainfall,FWD
1/30/2025,0105 PM, TX, Anderson, Palestine 4ESE, 31.7425, -95.5717, RAIN, 1.38, Inch, RAWS, Storm total rainfall,FWD
1/30/2025,1200 PM, TX, Anderson, NAT SCI BALLOON PALESTINE 6 WNW  TX US, 31.7796, -95.7232, RAIN, 1.59, Inch, HADS, Storm total rainfall,FWD
1/30/2025,0630 AM, TX, Bell, Killeen 2.9 SSW, 31.0582, -97.7326, RAIN, 0.5, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Bell, Nolanville 0.9 E, 31.0797, -97.5954, RAIN, 0.58, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0105 PM, TX, Bell, Salado, 30.9539, -97.5333, RAIN, 0.61, Inch, AWS, Storm total rainfall,FWD
1/30/2025,1256 PM, TX, Bell, Killeen Skylark Field Airport, 31.0667, -97.6667, RAIN, 0.72, Inch, AWOS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Bell, Temple 3.3 SSE, 31.0567, -97.3354, RAIN, 0.77, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0900 AM, TX, Bell, Copperas Cove 4.3 S, 31.0572, -97.9104, RAIN, 0.81, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,1155 AM, TX, Bell, Killeen Fort Hood Regional Airport, 31.0667, -97.8333, RAIN, 0.88, Inch, AWOS, Storm total rainfall,FWD
1/30/2025,1155 AM, TX, Bell, Fort Cavazos Army Airfield, 31.1333, -97.7167, RAIN, 0.93, Inch, AWOS, Storm total rainfall,FWD
1/30/2025,1215 PM, TX, Bell, 1.8 S Little River-Acade, 30.9664, -97.3458, RAIN, 0.93, Inch, HADS, Storm total rainfall,FWD
1/30/2025,0110 PM, TX, Bell, Killeen, 31.058, -97.7324, RAIN, 1.02, Inch, CWOP, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Bell, Salado 5.2 S, 30.8766, -97.5133, RAIN, 1.04, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,1200 PM, TX, Bell, 2.7 N Belton, 31.1061, -97.4744, RAIN, 1.06, Inch, HADS, Storm total rainfall,FWD
1/30/2025,0730 AM, TX, Bell, Temple 4.2 SSW, 31.0393, -97.3855, RAIN, 1.09, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0710 AM, TX, Bell, Belton 5.4 NW, 31.1231, -97.5284, RAIN, 1.14, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Bell, Killeen 4.4 SW, 31.0614, -97.7784, RAIN, 1.22, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,1200 PM, TX, Bell, 5.0 N Salado, 31.0222, -97.5325, RAIN, 1.26, Inch, COOP, Storm total rainfall,FWD
1/30/2025,1251 PM, TX, Bell, Temple Draughon-Miller Arpt, 31.1333, -97.4, RAIN, 1.3, Inch, AWOS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Bell, Killeen 4.9 SSW, 31.0323, -97.7465, RAIN, 1.33, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Bell, Temple 3.0 SSE, 31.0582, -97.3412, RAIN, 1.42, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Bell, Temple 4.5 WNW, 31.1169, -97.436, RAIN, 1.46, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0800 AM, TX, Bell, Belton 5.1 NW, 31.1206, -97.5246, RAIN, 1.46, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Bell, Belton 3.9 N, 31.1239, -97.4733, RAIN, 1.49, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Bell, Belton 4.4 WNW, 31.0947, -97.5319, RAIN, 1.51, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Bell, Harker Heights 2.4 S, 31.0273, -97.6508, RAIN, 1.55, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0800 AM, TX, Bell, Harker Heights 2.8 SSE, 31.0225, -97.6385, RAIN, 1.55, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0930 AM, TX, Bell, Morgan`s Point Resort 0.5 NNE, 31.1622, -97.4501, RAIN, 1.62, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0800 AM, TX, Bell, Temple 10.6 NW, 31.2018, -97.4952, RAIN, 1.65, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Bell, Moody 9.7 WSW, 31.2375, -97.5014, RAIN, 1.66, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Bell, Belton 0.4 E, 31.067, -97.4564, RAIN, 1.68, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0930 AM, TX, Bell, Salado 1.5 S, 30.9294, -97.524, RAIN, 1.78, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Bell, Temple 5.1 W, 31.0919, -97.4486, RAIN, 1.8, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0104 PM, TX, Bell, Temple 3S, 31.0564, -97.3469, RAIN, 1.82, Inch, RAWS, Storm total rainfall,FWD
1/30/2025,0800 AM, TX, Bell, Belton 2.1 NW, 31.0895, -97.4885, RAIN, 1.83, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0800 AM, TX, Bell, Belton 6.3 NNE, 31.1576, -97.4414, RAIN, 1.85, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0745 AM, TX, Bell, Salado 2.4 NNW, 30.9835, -97.5362, RAIN, 2.15, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0823 AM, TX, Bell, Troy 4.3 ESE, 31.1697, -97.2416, RAIN, 2.24, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Bell, Temple 1.5 ENE, 31.105, -97.3395, RAIN, 2.3, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Bell, Temple 1.9 SW, 31.0817, -97.3897, RAIN, 2.35, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0109 PM, TX, Bell, SALADO, 30.8867, -97.5803, RAIN, 2.38, Inch, CWOP, Storm total rainfall,FWD
1/30/2025,0800 AM, TX, Bell, Temple 1.4 NW, 31.1123, -97.3799, RAIN, 2.75, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0105 PM, TX, Bell, BELTON, 31.0137, -97.439, RAIN, 2.89, Inch, CWOP, Storm total rainfall,FWD
1/30/2025,0800 AM, TX, Bell, Temple 6.2 NNE, 31.1861, -97.3422, RAIN, 3.19, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0110 PM, TX, Bosque, Clifton, 31.7892, -97.5897, RAIN, 0.54, Inch, AWS, Storm total rainfall,FWD
1/30/2025,1200 PM, TX, Bosque, 0.8 E Clifton  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2)  (R2), 31.7858, -97.5678, RAIN, 1.93, Inch, HADS, Storm total rainfall,FWD
1/30/2025,0100 PM, TX, Bosque, Chicago, 31.9695, -97.6887, RAIN, 2.29, Inch, CWOP, Storm total rainfall,FWD
1/30/2025,0800 AM, TX, Bosque, Meridian 12.3 WSW, 31.8288, -97.8234, RAIN, 2.3, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,1245 PM, TX, Bosque, 0.8 N Valley Mills, 31.6694, -97.4692, RAIN, 3.48, Inch, HADS, Storm total rainfall,FWD
1/30/2025,0757 AM, TX, Collin, 3 SE Prosper, 33.1958, -96.7497, RAIN, 0.87, Inch, AWS, Storm total rainfall,FWD
1/30/2025,0600 AM, TX, Collin, Princeton 2.0 S, 33.1567, -96.5076, RAIN, 1.03, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,1215 PM, TX, Collin, 3.6 NE Celina, 33.3694, -96.7631, RAIN, 1.32, Inch, HADS, Storm total rainfall,FWD
1/30/2025,0110 PM, TX, Collin, 3 SW Frisco, 33.1066, -96.8408, RAIN, 1.45, Inch, AWS, Storm total rainfall,FWD
1/30/2025,0110 PM, TX, Collin, Celina, 33.3258, -96.7844, RAIN, 1.74, Inch, AWS, Storm total rainfall,FWD
1/30/2025,0100 PM, TX, Collin, Frisco, 33.17, -96.8192, RAIN, 1.89, Inch, CWOP, Storm total rainfall,FWD
1/30/2025,0105 PM, TX, Collin, Anna, 33.3358, -96.5732, RAIN, 2.06, Inch, CWOP, Storm total rainfall,FWD
1/30/2025,0105 PM, TX, Collin, 3 WSW Mckinney, 33.1825, -96.7042, RAIN, 2.19, Inch, AWS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Collin, Anna 3.7 SSW, 33.3127, -96.5827, RAIN, 2.36, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,1230 PM, TX, Collin, 1.5 SE Mckinney, 33.1847, -96.6378, RAIN, 2.37, Inch, HADS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Collin, Anna 0.3 SW, 33.3495, -96.5525, RAIN, 2.48, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0109 PM, TX, Collin, 2 WNW Richardson, 32.9931, -96.7467, RAIN, 2.49, Inch, AWS, Storm total rainfall,FWD
1/30/2025,1200 PM, TX, Collin, 2.0 E Wylie, 33.0317, -96.4822, RAIN, 2.51, Inch, HADS, Storm total rainfall,FWD
1/30/2025,0105 PM, TX, Collin, McKinney, 33.1725, -96.6663, RAIN, 2.69, Inch, CWOP, Storm total rainfall,FWD
1/30/2025,0815 AM, TX, Collin, McKinney 5.0 W, 33.1999, -96.7412, RAIN, 2.86, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0108 PM, TX, Collin, McKinney National Airport, 33.1833, -96.5833, RAIN, 2.89, Inch, ASOS, Storm total rainfall,FWD
1/30/2025,0110 PM, TX, Collin, 1 W Plano, 33.0419, -96.7733, RAIN, 3.18, Inch, AWS, Storm total rainfall,FWD
1/30/2025,0715 AM, TX, Collin, McKinney 3.1 SW, 33.1706, -96.6938, RAIN, 3.34, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,1245 PM, TX, Collin, Wylie, 32.9913, -96.554, RAIN, 3.36, Inch, CWOP, Storm total rainfall,FWD
1/30/2025,0109 PM, TX, Collin, MCKINNEY, 33.1978, -96.6285, RAIN, 3.42, Inch, CWOP, Storm total rainfall,FWD
1/30/2025,1259 PM, TX, Collin, FAIRVIEW, 33.14, -96.5828, RAIN, 3.5, Inch, CWOP, Storm total rainfall,FWD
1/30/2025,0106 PM, TX, Collin, Allen, 33.1308, -96.6727, RAIN, 3.56, Inch, CWOP, Storm total rainfall,FWD
1/30/2025,0105 PM, TX, Collin, 1 N Allen, 33.1347, -96.6653, RAIN, 3.67, Inch, AWS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Collin, Allen 1.3 E, 33.1074, -96.6464, RAIN, 3.7, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0800 AM, TX, Collin, McKinney 7.3 NE, 33.2434, -96.5259, RAIN, 3.77, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0105 PM, TX, Collin, McKinney, 33.1658, -96.6593, RAIN, 3.82, Inch, CWOP, Storm total rainfall,FWD
1/30/2025,0110 PM, TX, Collin, 1 SE Fairview, 33.1261, -96.6111, RAIN, 3.94, Inch, AWS, Storm total rainfall,FWD
1/30/2025,0110 PM, TX, Collin, 1 SW Murphy, 33.0003, -96.6253, RAIN, 4.14, Inch, AWS, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Collin, Fairview 1.5 ESE, 33.1334, -96.6003, RAIN, 4.14, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0110 PM, TX, Collin, Allen, 33.0969, -96.6936, RAIN, 4.25, Inch, CWOP, Storm total rainfall,FWD
1/30/2025,0700 AM, TX, Collin, Plano 1.8 WSW, 33.0361, -96.7747, RAIN, 4.41, Inch, COCORAHS, Storm total rainfall,FWD
1/30/2025,0108 PM, TX, Collin, Plano, 33.0298, -96.7437, RAIN, 4.45, Inch, CWOP, Storm total rainfall,FWD
1/30/2025,0100 PM, TX, Collin, Plano, 33.019, -96.6687, RAIN, 4.46, Inch, CWOP, Storm total rainfall,FWD
1/30/2025,0742 AM, TX, Collin, Wylie 2.4 WSW, 33.0322, -96.5525, RAIN, 4.49, Inch, COCORAHS, Storm total rainfall,FWD
