date,time,state,county,city,latitude,longitude,type,value,unit,source,description,Station
1/30/25,1235 PM, NM, San Miguel, I-25 @ Rowe (NMDOT),35.4932,-105.6725, PKGUST,43, mph, MESOWEST, Peak Wind Gust,ABQ
1/30/25,0124 PM, NM, San Miguel, Las Vegas Muni Airport,35.65,-105.1333, PKGUST,44, mph, ASOS, Peak Wind Gust,ABQ
1/31/25,0700 AM, NM, Sandoval, Cuba 2.1 NNW,36.0517,-106.9659, SNOW_72,3, Inch, COCORAHS, 72 hour snowfall,ABQ
1/30/25,0700 AM, NM, Santa Fe, Santa Fe 6.4 SE,35.6017,-105.8891, SNOW_24,1, Inch, COCORAHS, 24 hour snowfall,ABQ
1/30/25,0758 AM, NM, Santa Fe, Santa Fe 1.1 ENE,35.6845,-105.9356, SNOW_24,1, Inch, COCORAHS, 24 hour snowfall,ABQ
1/31/25,0700 AM, NM, Santa Fe, Santa Fe 2.3 NE,35.6981,-105.921, SNOW_72,1, Inch, COCORAHS, 72 hour snowfall,ABQ
1/29/25,0310 PM, NM, Santa Fe, 1 N Santa Fe,35.6964,-105.9538, SNOW_24,1.5, Inch, Trained Spotter, 24 hour snowfall,ABQ
1/30/25,0700 AM, NM, Santa Fe, Glorieta 2.4 E,35.5894,-105.7288, SNOW_24,1.6, Inch, COCORAHS, 24 hour snowfall,ABQ
1/30/25,0800 AM, NM, Santa Fe, Santa Fe 2.3 SE,35.6522,-105.9301, SNOW_24,1.6, Inch, COCORAHS, 24 hour snowfall,ABQ
1/30/25,0700 AM, NM, Santa Fe, Santa Fe 2.9 ENE,35.6937,-105.9067, SNOW_24,2, Inch, COCORAHS, 24 hour snowfall,ABQ
1/30/25,0800 AM, NM, Santa Fe, Santa Fe 3.6 ENE,35.7047,-105.8992, SNOW_24,2, Inch, COCORAHS, 24 hour snowfall,ABQ
1/31/25,0505 AM, NM, Santa Fe, 7 E Chupadero,35.786,-105.796, SNOW_24,21, Inch, Public, 24 hour snowfall,ABQ
1/29/25,1219 PM, NM, Santa Fe, Santa Fe Muni Airport,35.6167,-106.1, PKGUST,40, mph, ASOS, Peak Wind Gust,ABQ
1/29/25,0124 PM, NM, Santa Fe, Glorieta,35.5286,-105.7237, PKGUST,42, mph, CWOP, Peak Wind Gust,ABQ
1/30/25,1100 AM, NM, Santa Fe, EDGEWOOD,35.1558,-106.1808, PKGUST,42, mph, CWOP, Peak Wind Gust,ABQ
1/28/25,0825 PM, NM, Socorro, North Oscura Peak (WSMR),33.749,-106.3698, PKGUST,52, mph, MESOWEST, Peak Wind Gust,ABQ
1/29/25,0300 PM, NM, Taos, 5 SSE Llano Largo,36.07,-105.63, SNOW_24,3, Inch, Other Federal, 24 hour snowfall,ABQ
1/31/25,0900 AM, NM, Taos, Arroyo Hondo 4.8 WSW,36.5097,-105.7504, SNOW_72,3.7, Inch, COCORAHS, 72 hour snowfall,ABQ
1/31/25,0700 AM, NM, Taos, Ranchos De Taos 2.4 W,36.3611,-105.6457, SNOW_72,4.8, Inch, COCORAHS, 72 hour snowfall,ABQ
1/30/25,0800 AM, NM, Taos, Ranchos De Taos 2.0 E,36.3577,-105.5722, SNOW_24,5, Inch, COCORAHS, 24 hour snowfall,ABQ
1/31/25,0900 AM, NM, Taos, Taos 1.6 SE,36.3923,-105.5509, SNOW_72,5.5, Inch, COCORAHS, 72 hour snowfall,ABQ
1/30/25,0839 AM, NM, Taos, 2 WNW El Prado,36.449,-105.6122, SNOW_24,7, Inch, Public, 24 hour snowfall,ABQ
1/30/25,0700 AM, NM, Taos, Arroyo Seco 2.3 SW,36.4931,-105.5997, SNOW_24,8.5, Inch, COCORAHS, 24 hour snowfall,ABQ
1/30/25,1159 PM, NM, Taos, Taos 4.3 NNW,36.4609,-105.6116, SNOW_72,8.8, Inch, COCORAHS, 72 hour snowfall,ABQ
1/30/25,0759 AM, NM, Taos, 11 ENE Amalia,36.976364,-105.254822, SNOW_24,10, Inch, Other Federal, 24 hour snowfall,ABQ
1/30/25,0700 AM, NM, Taos, San Cristobal 0.1 NE,36.597,-105.6385, SNOW_24,11, Inch, COCORAHS, 24 hour snowfall,ABQ
1/30/25,0700 AM, NM, Taos, Shady Brook 5 E,36.3632,-105.3778, SNOW_24,12, Inch, COCORAHS, 24 hour snowfall,ABQ
1/30/25,0759 AM, NM, Taos, 1 SSW Taos Ski Valley,36.5833,-105.45, SNOW_24,13, Inch, Other Federal, 24 hour snowfall,ABQ
1/30/25,0756 AM, NM, Taos, 4 NNW Tres Ritos,36.181038,-105.549919, SNOW_24,14, Inch, Other Federal, 24 hour snowfall,ABQ
1/31/25,0506 AM, NM, Taos, 8 SW Red River,36.6,-105.45, SNOW_24,14, Inch, Public, 24 hour snowfall,ABQ
1/30/25,0900 AM, NM, Taos, Arroyo Seco 1.4 E,36.5201,-105.5447, SNOW_24,17.5, Inch, COCORAHS, 24 hour snowfall,ABQ
1/31/25,0400 AM, NM, Taos, 3 NW Tres Ritos,36.155,-105.552, SNOW_24,20, Inch, Public, 24 hour snowfall,ABQ
1/29/25,1145 AM, NM, Taos, Arroyo Seco 3 SW,36.4812,-105.6055, PKGUST,54, mph, CWOP, Peak Wind Gust,ABQ
1/30/25,0235 PM, NM, Torrance, Moriarty Muni Airport,34.9833,-106.0, PKGUST,40, mph, AWOS, Peak Wind Gust,ABQ
1/30/25,0102 PM, NM, Torrance, Duran 7 SW (UPR),34.3932,-105.4769, PKGUST,40, mph, MESOWEST, Peak Wind Gust,ABQ
1/30/25,0239 PM, NM, Torrance, Duran 4 NE (UPR),34.5175,-105.3554, PKGUST,40, mph, MESOWEST, Peak Wind Gust,ABQ
1/30/25,0135 PM, NM, Torrance, Edgewood SWCD,35.0175,-106.0849, PKGUST,54, mph, MESOWEST, Peak Wind Gust,ABQ
1/30/25,1129 AM, NM, Torrance, Clines Corners 1 SSE,35.0,-105.67, PKGUST,55, mph, ASOS, Peak Wind Gust,ABQ
1/30/25,0226 PM, NM, Union, Clayton Muni Airpark,36.45,-103.15, PKGUST,40, mph, ASOS, Peak Wind Gust,ABQ
1/30/25,0505 PM, NM, Union, Amistad,35.8559,-103.2692, PKGUST,42, mph, MESOWEST, Peak Wind Gust,ABQ
1/30/25,0415 PM, NM, Union, SW Clayton,36.2675,-103.3184, PKGUST,51, mph, MESOWEST, Peak Wind Gust,ABQ
2/3/25,0300 AM, CT, Fairfield, New Fairfield,41.47073,-73.45899, SNOW,1.8, Inch, Trained Spotter, Storm total snowfall,OKX
2/3/25,0633 AM, CT, Fairfield, 3 S New Canaan,41.0959,-73.4854, SNOW_24,1.9, Inch, Public, 24 hour snowfall,OKX
2/3/25,0659 AM, CT, Fairfield, 3 E Greenwich,41.0858,-73.5966, SNOW_24,2, Inch, Public, 24 hour snowfall,OKX
2/3/25,0700 AM, CT, Fairfield, Norwalk,41.1304,-73.4483, SNOW_24,2, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,0700 AM, CT, Fairfield, Bethel,41.3703,-73.4014, SNOW_24,2, Inch, COCORAHS, 24 hour snowfall,OKX
2/2/25,1030 PM, CT, Fairfield, Weston,41.22757,-73.37056, SNOW,2.1, Inch, Trained Spotter, Storm total snowfall,OKX
2/2/25,1130 PM, CT, Fairfield, 1 E Danbury,41.40209839,-73.4522101, SNOW,2.2, Inch, Trained Spotter, Storm total snowfall,OKX
2/2/25,1144 PM, CT, Fairfield, 2 ENE Fairfield,41.1434,-73.2502, SNOW_24,2.2, Inch, Public, 24 hour snowfall,OKX
2/2/25,1130 PM, CT, Fairfield, 3 E Easton,41.2334,-73.2567, SNOW_24,2.5, Inch, Public, 24 hour snowfall,OKX
2/3/25,1244 AM, CT, Fairfield, Bridgeport Airport,41.16,-73.13, SNOW,2.5, Inch, Official NWS Obs, Storm total snowfall,OKX
2/2/25,1130 PM, CT, Fairfield, Shelton,41.32,-73.1, SNOW_24,3, Inch, Trained Spotter, 24 hour snowfall,OKX
2/3/25,1222 AM, CT, Middlesex, Westbrook,41.2841,-72.4525, SNOW,2.5, Inch, Trained Spotter, Storm total snowfall,OKX
2/3/25,0600 AM, CT, Middlesex, Middlefield 1.4 W,41.5137,-72.7396, SNOW_24,2.5, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,0535 AM, CT, Middlesex, Higganum,41.4964,-72.5599, SNOW_24,2.8, Inch, Public, 24 hour snowfall,OKX
2/3/25,0700 AM, CT, Middlesex, Durham,41.4758,-72.7046, SNOW_24,3, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,0210 AM, CT, Middlesex, Clinton,41.2795,-72.5289, SNOW_24,3.1, Inch, Broadcast Media, 24 hour snowfall,OKX
2/2/25,1154 PM, CT, New Haven, Meriden,41.5375,-72.8007, SNOW_24,2, Inch, Storm Chaser, 24 hour snowfall,OKX
2/3/25,0700 AM, CT, New Haven, 2 ESE Stratford,41.1924,-73.0989, SNOW_24,2.5, Inch, Trained Spotter, 24 hour snowfall,OKX
2/3/25,1257 AM, CT, New Haven, Madison,41.2795,-72.6013, SNOW_24,2.7, Inch, Public, 24 hour snowfall,OKX
2/3/25,0700 AM, CT, New Haven, Naugatuck,41.511,-73.037, SNOW_24,2.8, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,0330 AM, CT, New Haven, New Haven,41.3083,-72.9256, SNOW_24,2.9, Inch, Broadcast Media, 24 hour snowfall,OKX
2/3/25,0600 AM, CT, New Haven, Meriden,41.5258,-72.847, SNOW_24,3.2, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,1200 AM, CT, New Haven, 1 WNW North Haven,41.3873,-72.8798, SNOW_24,3.3, Inch, Trained Spotter, 24 hour snowfall,OKX
2/3/25,1215 AM, CT, New Haven, 1 ESE North Haven,41.37536154,-72.83858579, SNOW,3.5, Inch, Trained Spotter, Storm total snowfall,OKX
2/3/25,0700 AM, CT, New Haven, Guilford,41.2859,-72.6714, SNOW_24,3.5, Inch, COOP, 24 hour snowfall,OKX
2/3/25,1250 AM, CT, New Haven, Hamden,41.37,-72.9, SNOW,3.7, Inch, Trained Spotter, Storm total snowfall,OKX
2/3/25,0700 AM, CT, New London, Mystic,41.3585,-71.9693, SNOW_24,0.5, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,0700 AM, CT, New London, Waterford,41.3085,-72.1462, SNOW_24,1, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,1250 AM, CT, New London, Groton,41.3448,-72.078, SNOW_24,1.8, Inch, Public, 24 hour snowfall,OKX
2/3/25,0700 AM, CT, New London, New London,41.343,-72.1031, SNOW_24,1.9, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,0430 AM, CT, New London, Niantic,41.3099,-72.2065, SNOW_24,2, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,0700 AM, CT, New London, 2 NW Lebanon,41.6413,-72.2768, SNOW_24,2.5, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,0600 AM, CT, New London, Norwich,41.5849,-72.0768, SNOW_24,2.6, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,0700 AM, CT, New London, Mystic,41.3926,-71.9993, SNOW_24,2.8, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,0700 AM, CT, New London, Norwich 5.2 SE,41.4944,-72.0201, SNOW_24,3, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,0700 AM, CT, New London, Norwich,41.5269,-72.0642, SNOW_24,3, Inch, COOP, 24 hour snowfall,OKX
2/3/25,0700 AM, CT, New London, Uncasville 2.4 NNW,41.466,-72.1251, SNOW_24,3.3, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,0600 AM, CT, New London, East Lyme,41.3487,-72.2376, SNOW_24,3.4, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,0645 AM, NJ, Bergen, River Edge 0.4 NNE,40.9321,-74.0354, SNOW_24,0.5, Inch, COCORAHS, 24 hour snowfall,OKX
2/2/25,1137 PM, NJ, Bergen, East Rutherford,40.8175,-74.0844, SNOW,1, Inch, Trained Spotter, Storm total snowfall,OKX
2/3/25,0546 AM, NJ, Bergen, Fair Lawn,40.9217,-74.1044, SNOW_24,1, Inch, COCORAHS, 24 hour snowfall,OKX
2/2/25,1045 PM, NJ, Bergen, Franklin Lakes,41.0069,-74.208, SNOW,1.2, Inch, Trained Spotter, Storm total snowfall,OKX
2/2/25,1140 PM, NJ, Bergen, Waldwick,41.0109,-74.1311, SNOW_24,1.4, Inch, Public, 24 hour snowfall,OKX
2/2/25,1145 PM, NJ, Bergen, Westwood,40.9884,-74.0311, SNOW,1.6, Inch, Trained Spotter, Storm total snowfall,OKX
2/3/25,0700 AM, NJ, Hudson, Harrison,40.748,-74.1518, SNOW_24,0.5, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,0700 AM, NJ, Passaic, Wayne,40.9369,-74.2515, SNOW_24,1, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,0700 AM, NJ, Passaic, West Milford,41.0739,-74.368, SNOW_24,1.3, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,1200 AM, NJ, Union, Newark Airport,40.68,-74.17, SNOW,0.5, Inch, Official NWS Obs, Storm total snowfall,OKX
2/3/25,0645 AM, NJ, Union, Westfield,40.6588,-74.3358, SNOW_24,0.5, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,0724 AM, NJ, Union, Cranford Twp 0.6 NNW,40.6643,-74.3101, SNOW_24,0.5, Inch, COCORAHS, 24 hour snowfall,OKX
2/2/25,1030 PM, NY, Bronx, 1 ESE Fordham,40.8638,-73.8777, SNOW_24,0.6, Inch, Public, 24 hour snowfall,OKX
2/2/25,1015 PM, NY, Nassau, Plainview,40.7833,-73.4726, SNOW,0.5, Inch, Public, Storm total snowfall,OKX
2/3/25,1200 AM, NY, Nassau, Manhasset Hills,40.75813,-73.68272, SNOW,0.8, Inch, Cocorahs, Storm total snowfall,OKX
2/3/25,0100 AM, NY, Nassau, 1 N Syosset,40.8312,-73.5025, SNOW_24,1.1, Inch, Trained Spotter, 24 hour snowfall,OKX
2/3/25,1200 AM, NY, New York (Manhattan), Central Park,40.78,-73.97, SNOW_24,1, Inch, Official NWS Obs, 24 hour snowfall,OKX
2/3/25,0700 AM, NY, Orange, Warwick,41.2684,-74.416, SNOW_24,0.9, Inch, COCORAHS, 24 hour snowfall,OKX
2/2/25,1150 PM, NY, Orange, New Windsor,41.4701,-74.0272, SNOW,1.4, Inch, Public, Storm total snowfall,OKX
2/3/25,0630 AM, NY, Orange, Port Jervis,41.3599,-74.6409, SNOW_24,1.4, Inch, COCORAHS, 24 hour snowfall,OKX
2/2/25,1132 PM, NY, Orange, 1 WSW Chester,41.3504,-74.2959, SNOW_24,1.5, Inch, Cocorahs, 24 hour snowfall,OKX
2/3/25,0700 AM, NY, Putnam, Cold Spring,41.4807,-73.8911, SNOW_24,2, Inch, COCORAHS, 24 hour snowfall,OKX
2/2/25,1144 PM, NY, Queens, NYC/JFK,40.64,-73.76, SNOW,0.001, Inch, Official NWS Obs, Storm total snowfall,OKX
2/3/25,0530 AM, NY, Queens, Little Neck 0.3 SE,40.7589,-73.7289, SNOW_24,0.8, Inch, COCORAHS, 24 hour snowfall,OKX
2/2/25,1150 PM, NY, Queens, NYC/La Guardia,40.78,-73.88, SNOW,1.2, Inch, Official NWS Obs, Storm total snowfall,OKX
2/3/25,0700 AM, NY, Rockland, Stony Point,41.2349,-74.0079, SNOW_24,1, Inch, COCORAHS, 24 hour snowfall,OKX
2/2/25,1140 PM, NY, Suffolk, Islip Airport,40.79,-73.1, SNOW,0.001, Inch, Official NWS Obs, Storm total snowfall,OKX
2/2/25,1159 PM, NY, Suffolk, Ridge,40.8958,-72.8539, SNOW_24,0.001, Inch, COCORAHS, 24 hour snowfall,OKX
2/3/25,1200 AM, NY, Suffolk, Upton (NWS Office),40.8659,-72.8648, SNOW_24,0.001, Inch, Official NWS Obs, 24 hour snowfall,OKX
2/2/25,1137 PM, NY, Suffolk, 3 ENE Orient,41.1524,-72.2515, SNOW_24,0.5, Inch, Trained Spotter, 24 hour snowfall,OKX
2/3/25,0115 AM, NY, Suffolk, Huntington Station,40.8449,-73.4052, SNOW,1, Inch, NWS Employee, Storm total snowfall,OKX
2/2/25,1040 PM, NY, Suffolk, Commack,40.8449,-73.2836, SNOW,1.1, Inch, Public, Storm total snowfall,OKX
2/3/25,0700 AM, NY, Suffolk, Centerport 1.1 SE,40.889,-73.3595, SNOW_24,1.3, Inch, COCORAHS, 24 hour snowfall,OKX
2/2/25,1130 PM, NY, Westchester, Eastchester,40.9582,-73.8078, SNOW_24,1.2, Inch, Trained Spotter, 24 hour snowfall,OKX
2/3/25,0600 AM, NY, Westchester, Shrub Oak,41.3324,-73.837, SNOW_24,1.5, Inch, COCORAHS, 24 hour snowfall,OKX
1/30/25,1255 PM, TX, Anderson, Palestine Municipal Airport,31.7833,-95.7, RAIN,0.56, Inch, AWOS, Storm total rainfall,FWD
1/30/25,1230 PM, TX, Anderson, 5.6 NE Oakwood,31.6483,-95.7892, RAIN,1.05, Inch, HADS, Storm total rainfall,FWD
1/30/25,0105 PM, TX, Anderson, Palestine 4ESE,31.7425,-95.5717, RAIN,1.38, Inch, RAWS, Storm total rainfall,FWD
1/30/25,1200 PM, TX, Anderson, NAT SCI BALLOON PALESTINE 6 WNW  TX US,31.7796,-95.7232, RAIN,1.59, Inch, HADS, Storm total rainfall,FWD
1/30/25,0630 AM, TX, Bell, Killeen 2.9 SSW,31.0582,-97.7326, RAIN,0.5, Inch, COCORAHS, Storm total rainfall,FWD
1/30/25,0700 AM, TX, Bell, Nolanville 0.9 E,31.0797,-97.5954, RAIN,0.58, Inch, COCORAHS, Storm total rainfall,FWD
1/30/25,0105 PM, TX, Bell, Salado,30.9539,-97.5333, RAIN,0.61, Inch, AWS, Storm total rainfall,FWD
1/30/25,1256 PM, TX, Bell, Killeen Skylark Field Airport,31.0667,-97.6667, RAIN,0.72, Inch, AWOS, Storm total rainfall,FWD
1/30/25,0700 AM, TX, Bell, Temple 3.3 SSE,31.0567,-97.3354, RAIN,0.77, Inch, COCORAHS, Storm total rainfall,FWD
1/30/25,0900 AM, TX, Bell, Copperas Cove 4.3 S,31.0572,-97.9104, RAIN,0.81, Inch, COCORAHS, Storm total rainfall,FWD
1/30/25,1155 AM, TX, Bell, Killeen Fort Hood Regional Airport,31.0667,-97.8333, RAIN,0.88, Inch, AWOS, Storm total rainfall,FWD
1/30/25,1155 AM, TX, Bell, Fort Cavazos Army Airfield,31.1333,-97.7167, RAIN,0.93, Inch, AWOS, Storm total rainfall,FWD
1/30/25,1215 PM, TX, Bell, 1.8 S Little River-Acade,30.9664,-97.3458, RAIN,0.93, Inch, HADS, Storm total rainfall,FWD
1/30/25,0110 PM, TX, Bell, Killeen,31.058,-97.7324, RAIN,1.02, Inch, CWOP, Storm total rainfall,FWD
