0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1/21/2025,0830 PM, FL, Washington, 4 NW Porter Lake, , , 30.5399, -85.5899, SNOW_24, 5, Inch, Broadcast Media, 24 hour snowfall,
1/22/2025,0900 AM, FL, Washington, Caryville, , , 30.7713, -85.8111, SNOW_24, 7, Inch, Public, 24 hour snowfall,
1/21/2025,1049 PM, GA, Berrien, Nashville, , , 31.21, -83.2493, SNOW_24, 2, Inch, Public, 24 hour snowfall,
1/21/2025,0800 PM, GA, Clay, 1 SSW Fort Gaines, , , 31.6103, -85.0492, SNOW_24, 5, Inch, Public, 24 hour snowfall,
1/21/2025,0725 PM, GA, Decatur, Climax, , , 30.88, -84.4299, SNOW_24, 2, Inch, Public, 24 hour snowfall,
1/21/2025,1106 PM, GA, Decatur, Bainbridge, , , 30.9025, -84.5714, SNOW_24, 6.3, Inch, Public, 24 hour snowfall,
1/22/2025,1233 AM, GA, Decatur, Attapulgus, , , 30.7479, -84.4843, SNOW_24, 7, Inch, Public, 24 hour snowfall,
1/21/2025,0530 PM, GA, Dougherty, 1 ENE Albany, , , 31.5807, -84.16, SNOW_24, 1.75, Inch, Public, 24 hour snowfall,
1/22/2025,1000 AM, GA, Dougherty, 1 SW Putney, , , 31.4703, -84.1158, SNOW_24, 7.5, Inch, Trained Spotter, 24 hour snowfall,
1/21/2025,0849 PM, GA, Early, Blakely, , , 31.3802, -84.9301, SNOW_24, 7, Inch, Public, 24 hour snowfall,
1/21/2025,1137 PM, GA, Early, 1 SE Kolomoki Mounds Sp, , , 31.4539, -84.914, SNOW_24, 7.25, Inch, Public, 24 hour snowfall,
1/21/2025,1053 PM, GA, Grady, Cairo, , , 30.8779, -84.2069, SNOW_24, 3, Inch, Public, 24 hour snowfall,
1/22/2025,0900 AM, GA, Grady, Cairo, , , 30.8761, -84.2082, SNOW_24, 4.5, Inch, Public, 24 hour snowfall,
1/22/2025,0900 AM, GA, Grady, Whigham, , , 30.883, -84.3241, SNOW_24, 7, Inch, Public, 24 hour snowfall,
1/22/2025,0534 AM, GA, Lanier, Lakeland 4.8 W, , , 31.0361, -83.1565, SNOW_24, 2, Inch, COCORAHS, 24 hour snowfall,
1/21/2025,0735 PM, GA, Lee, Leesburg, , , 31.7307, -84.1703, SNOW_24, 4.5, Inch, Emergency Mngr, 24 hour snowfall,
1/21/2025,0953 PM, GA, Lee, 1 NE Leesburg, , , 31.7407, -84.1608, SNOW_24, 7, Inch, Emergency Mngr, 24 hour snowfall,
1/21/2025,1142 PM, GA, Lee, 3 WSW Palmyra, , , 31.6293, -84.2382, SNOW_24, 7.75, Inch, Public, 24 hour snowfall,
1/22/2025,0600 AM, GA, Lowndes, Lake Park, , , 30.6849, -83.1853, SNOW_24, 1, Inch, Trained Spotter, 24 hour snowfall,
1/22/2025,0700 AM, GA, Lowndes, Lake Park 2.8 W, , , 30.683, -83.236, SNOW_24, 1, Inch, COCORAHS, 24 hour snowfall,
1/22/2025,0800 AM, GA, Lowndes, Valdosta 5.1 WSW, , , 30.8213, -83.3586, SNOW_24, 2.2, Inch, COCORAHS, 24 hour snowfall,
1/21/2025,1033 PM, GA, Lowndes, 2 NNW Valdosta, , , 30.8734, -83.284, SNOW_24, 4, Inch, Public, 24 hour snowfall,
1/22/2025,0900 AM, GA, Mitchell, Pelham 10.8 W, , , 31.1222, -84.335, SNOW_24, 6.2, Inch, COCORAHS, 24 hour snowfall,
1/22/2025,0900 AM, GA, Mitchell, Pelham, , , 31.1287, -84.1548, SNOW_24, 6.5, Inch, Public, 24 hour snowfall,
1/22/2025,0145 AM, GA, Mitchell, Cotton, , , 31.162, -84.0667, SNOW_24, 7, Inch, Public, 24 hour snowfall,
1/21/2025,1055 PM, GA, Mitchell, Camilla, , , 31.2307, -84.2109, SNOW_24, 8, Inch, Public, 24 hour snowfall,
1/22/2025,1200 AM, GA, Randolph, Cuthbert, , , 31.7749, -84.7879, SNOW_24, 5, Inch, Emergency Mngr, 24 hour snowfall,
1/21/2025,1105 PM, GA, Randolph, Cuthbert, , , 31.7688, -84.7887, SNOW_24, 6, Inch, Public, 24 hour snowfall,
1/22/2025,1200 AM, GA, Randolph, 1 W Cuthbert, , , 31.7708, -84.8005, SNOW_24, 6, Inch, Emergency Mngr, 24 hour snowfall,
1/22/2025,0700 AM, GA, Seminole, Donalsonville 17.7 S, , , 30.7844, -84.867, SNOW_24, 5.5, Inch, COCORAHS, 24 hour snowfall,
1/22/2025,1201 AM, GA, Seminole, Donalsonville, , , 31.0382, -84.88, SNOW_24, 7, Inch, Public, 24 hour snowfall,
1/21/2025,0759 PM, GA, Terrell, 2 E Bridges Crossroad, , , 31.7594, -84.3223, SNOW_24, 5.75, Inch, Public, 24 hour snowfall,
1/22/2025,0900 AM, GA, Thomas, Thomasville, , , 30.8363, -83.9787, SNOW_24, 4, Inch, Public, 24 hour snowfall,
1/22/2025,1245 AM, GA, Thomas, Ochlocknee, , , 30.9741, -84.0547, SNOW_24, 6, Inch, Public, 24 hour snowfall,
1/22/2025,1245 AM, GA, Thomas, 1 NW Dawesville, , , 30.9328, -84.024, SNOW_24, 7, Inch, Public, 24 hour snowfall,
1/21/2025,1107 PM, GA, Tift, 2 E Chula, , , 31.5459, -83.5102, SNOW_24, 5, Inch, Public, 24 hour snowfall,
1/22/2025,0900 AM, GA, Tift, Tifton, , , 31.4506, -83.509, SNOW_24, 5.75, Inch, Public, 24 hour snowfall,
1/22/2025,0624 AM, GA, Turner, Ashburn, , , 31.7028, -83.6548, SNOW_24, 6.5, Inch, Amateur Radio, 24 hour snowfall,
1/21/2025,1110 PM, GA, Worth, Poulan, , , 31.5173, -83.788, SNOW_24, 6.5, Inch, Public, 24 hour snowfall,
1/22/2025,1200 AM, GA, Worth, 2 S Red Rock, , , 31.5568, -83.9396, SNOW_24, 7.5, Inch, Public, 24 hour snowfall,
,,,,,,,,,,,,,,
Observations are collected from a variety of sources with varying,,,,,,,,,,,,,,
equipment and exposures. We thank all volunteer weather observers,,,,,,,,,,,,,,
for their dedication. Not all data listed are considered official.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
$$,,,,,,,,,,,,,,
