0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1/30/2025,0300 PM, NM, Otero, Mayhill - Dimension Point Obs, , , 32.9131, -105.5251, PKGUST, 41, mph, CWOP, Peak Wind Gust,
1/30/2025,0350 PM, NM, Sierra, 19 ESE Truth Or Consequences, , , 32.9833, -106.9666, PKGUST, 31, mph, AWOS, Peak Wind Gust,
1/30/2025,0240 PM, NM, Sierra, T Or C Golf Course, , , 33.1457, -107.2551, PKGUST, 36, mph, MESOWEST, Peak Wind Gust,
1/30/2025,1155 PM, NM, Sierra, Salinas Peak (WSMR), , , 33.2985, -106.532, PKGUST, 39, mph, MESOWEST, Peak Wind Gust,
1/30/2025,0127 PM, NM, Sierra, T-or-C ASOS, , , 33.2333, -107.2667, PKGUST, 41, mph, ASOS, Peak Wind Gust,
1/30/2025,0744 PM, TX, El Paso, El Paso NE - K5IA, , , 31.9067, -106.41, PKGUST, 31, mph, CWOP, Peak Wind Gust,
1/30/2025,0815 PM, TX, El Paso, El Paso NE - KB5HPT, , , 31.9167, -106.4277, PKGUST, 34, mph, CWOP, Peak Wind Gust,
1/30/2025,0800 PM, TX, El Paso, El Paso NE - Powell ES, , , 31.841, -106.4349, PKGUST, 37, mph, AWS, Peak Wind Gust,
1/30/2025,1212 PM, TX, El Paso, Biggs Field AWOS, , , 31.85, -106.3833, PKGUST, 37, mph, ASOS, Peak Wind Gust,
1/30/2025,0803 PM, TX, El Paso, El Paso, , , 31.8287, -106.449, PKGUST, 39, mph, CWOP, Peak Wind Gust,
1/30/2025,0334 PM, TX, El Paso, El Paso International Airport, , , 31.8167, -106.3833, PKGUST, 43, mph, ASOS, Peak Wind Gust,
1/30/2025,1131 AM, TX, Hudspeth, Dell City (TTU/WTM)                                         , , , 31.947, -105.1997, PKGUST, 40, mph, WT-MESO, Peak Wind Gust,
1/30/2025,1228 PM, TX, Hudspeth, Sierra Blanca (TTU/WTM), , , 31.1606, -105.3529, PKGUST, 47, mph, WT-MESO, Peak Wind Gust,
,,,,,,,,,,,,,,
Observations are collected from a variety of sources with varying,,,,,,,,,,,,,,
equipment and exposures. We thank all volunteer weather observers,,,,,,,,,,,,,,
for their dedication. Not all data listed are considered official.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
$$,,,,,,,,,,,,,,
